,Poll End Date,Source,Voting Intention,LIBERAL,NATIONAL,COALITION,ALP,GREENS,PALMER UNITED,FAMILY FIRST,DEMOCRATS,PAULINE HANSON / ONE NATION,OTHERS,Two Party Preferred,COALITION (2PP),LABOR (2PP),PM Satisfaction,SATISFIED (PM),DISSATISFIED (PM),LOTO Satisfaction,SATISFIED (LOTO),DISSATISFIED (LOTO),Preferred PM,PRIME MINISTER (PPM),OPPOSITION LEADER (PPM),,PRIME MINISTER,OPPOSITION LEADER
38_LNC_JHo_ALP_KB,22-May-97,Morgan,,,,41.5,32.5,2.5,,,6,12,5.5,,55,45,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,18-May-97,Newspoll,,,,41,37,2,,,4,9,7,,,,,37,48,,44,35,,45,27,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,15-May-97,Morgan,,,,38.5,35.5,2.5,,,6,12.5,5,,51.5,48.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,11-May-97,Newspoll,,,,40,39,2,,,4,9,6,,,,,41,43,,40,37,,45,22,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,04-May-97,Newspoll,,,,41,39,2,,,5,7,6,,,,,45,40,,39,35,,47,25,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,04-May-97,Nielsen,,,,38,34,4,,,8,10,5,,50,50,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,27-Apr-97,Nielsen,,,,44,36,3,,,8,,10,,52,48,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,23-Apr-97,Morgan,,,,40,34.5,3,,,7.5,10,5,,52,48,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,20-Apr-97,Newspoll,,,,45,37,2,,,4,4,8,,,,,44,43,,39,39,,50,24,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,13-Apr-97,Nielsen,,,,43,35,3,,,8,,11,,53,47,,,,,,,,51,31,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,10-Apr-97,Morgan,,,,48,35.5,3,,,7,,6.5,,55.5,44.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,08-Apr-97,Morgan,,,,42,30,2.5,,,6,13.5,6,,55.5,44.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,06-Apr-97,Newspoll,,,,47,37,2,,,5,1,8,,,,,49,37,,40,36,,53,24,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,26-Mar-97,Morgan,,,,43.5,35,4,,,10,,7.5,,53,47,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,20-Mar-97,Morgan,,,,49.5,35.5,1.5,,,6.5,,7,,55.5,44.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,16-Mar-97,Newspoll,,,,49,37,3,,,4,,7,,,,,52,35,,43,33,,52,24,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,13-Mar-97,Morgan,,,,50,34.5,2,,,7.5,,6,,57.5,42.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,02-Mar-97,Newspoll,,,,49,36,2,,,6,,7,,,,,51,36,,46,33,,53,23,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,27-Feb-97,Morgan,,,,47,36,2.5,,,7.5,,7,,54.5,45.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,16-Feb-97,Newspoll,,,,45,38,3,,,5,,9,,,,,49,38,,42,34,,49,24,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,16-Feb-97,Nielsen,,,,46,36,4,,,8,,6,,54,46,,,,,,,,53,30,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,13-Feb-97,Morgan,,,,46,36,4,,,7,,7,,53.5,46.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,02-Feb-97,Newspoll,,,,45,40,,,,,,15,,,,,52,34,,43,33,,53,23,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,30-Jan-97,Morgan,,,,49,32.5,3,,,10.5,,5,,56.5,43.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,19-Jan-97,Newspoll,,,,49,38,,,,,,13,,,,,50,36,,41,34,,54,22,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,19-Jan-97,Nielsen,,,,44,35,3,,,10,,8,,53,47,,,,,,,,54,29,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,16-Jan-97,Morgan,,,,49.5,34.5,2,,,6.5,,7.5,,57,43,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,19-Dec-96,Morgan,,,,48,36.5,2,,,7.5,,6,,54.5,45.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,15-Dec-96,Newspoll,,,,48,36,,,,,,16,,,,,53,35,,42,36,,53,24,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,08-Dec-96,Newspoll,,,,48,39,,,,,,13,,,,,51,35,,43,34,,52,24,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,05-Dec-96,Morgan,,,,48,35,2.5,,,8,,6.5,,55.5,44.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,01-Dec-96,Nielsen,,,,37,47,3,,,6,,7,,54,46,,,,,,,,55,30,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,24-Nov-96,Newspoll,,,,49,36,,,,,,15,,,,,55,34,,45,32,,51,22,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,21-Nov-96,Morgan,,,,48,35,2.5,,,8.5,,6,,56,44,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,10-Nov-96,Newspoll,,,,51,34,,,,,,15,,,,,55,31,,41,32,,54,22,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,07-Nov-96,Morgan,,,,49,34,3,,,8,,6,,56.5,43.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,03-Nov-96,Nielsen,,,,34,48,4,,,6,,9,,56,44,,,,,,,,56,28,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,27-Oct-96,Newspoll,,,,51,34,,,,,,15,,,,,54,33,,39,38,,55,21,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,24-Oct-96,Morgan,,,,49.5,33,2.5,,,7,,8,,58,42,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,13-Oct-96,Newspoll,,,,50,37,,,,,,13,,,,,55,32,,44,33,,54,23,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,10-Oct-96,Morgan,,,,49,34,3.5,,,9,,4.5,,55.5,45.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,06-Oct-96,Nielsen,,,,35,48,3,,,8,,7,,55,45,,57,31,,45,32,,58,28,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,26-Sep-96,Morgan,,,,50,35,2.5,,,7.5,,5,,56,44,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,22-Sep-96,Newspoll,,,,50,39,,,,,,11,,,,,56,32,,47,30,,55,25,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,12-Sep-96,Morgan,,,,46,37.5,3,,,9.5,,4,,53.5,46.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,08-Sep-96,Newspoll,,,,49,39,,,,,,12,,,,,53,35,,46,29,,50,25,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,29-Aug-96,Morgan,,,,49.5,33.5,3.5,,,9,,4.5,,56.5,43.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,25-Aug-96,Newspoll,,,,50,38,,,,,,12,,,,,51,34,,42,31,,53,24,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,25-Aug-96,Nielsen,,,,36,45,3,,,9,,6,,52,48,,,,,,,,53,33,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,15-Aug-96,Morgan,,,,50,34,3.5,,,8,,4.5,,56.5,43.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,11-Aug-96,Nielsen,,,,39,45,3,,,7,,6,,51,49,,53,36,,50,29,,55,32,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,11-Aug-96,Newspoll,,,,47,38,,,,,,15,,,,,48,38,,46,26,,51,26,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,01-Aug-96,Morgan,,,,51,33.5,3.5,,,7.5,,4.5,,58.5,41.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,28-Jul-96,Newspoll,,,,49,38,,,,,,13,,,,,57,30,,46,24,,51,25,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,18-Jul-96,Morgan,,,,51,34,2.5,,,7.5,,5,,57.5,42.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,14-Jul-96,Nielsen,,,,37,49,4,,,5,,5,,56,44,,60,28,,52,25,,59,27,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,14-Jul-96,Newspoll,,,,51,37,,,,,,12,,,,,58,29,,48,25,,54,24,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,04-Jul-96,Morgan,,,,50.5,34,3,,,7.5,,5,,58,42,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,30-Jun-96,Nielsen,,,,36,46,4,,,7,,7,,54,46,,61,29,,52,26,,58,28,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,30-Jun-96,Newspoll,,,,47,40,,,,,,13,,,,,50,33,,43,26,,52,24,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,22-Jun-96,Morgan,,,,50.5,38,1.5,,,6.5,,3.5,,55.5,45.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,16-Jun-96,Nielsen,,,,36,50,3,,,6,,5,,57,43,,64,23,,48,26,,61,26,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,16-Jun-96,Newspoll,,,,48,40,,,,,,12,,,,,53,30,,45,21,,52,22,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,02-Jun-96,Nielsen,,,,35,49,3,,,8,,5,,55,45,,63,25,,53,26,,61,28,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,01-Jun-96,Morgan,,,,50,34.5,2.5,,,9.5,,3.5,,57,43,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,26-May-96,Newspoll,,,,55,36,,,,,,9,,,,,60,23,,46,20,,54,20,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,18-May-96,Morgan,,,,49.5,35.5,3.5,,,7.5,,4,,57.5,42.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,12-May-96,Newspoll,,,,55,36,,,,,,9,,,,,67,14,,47,17,,60,18,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,05-May-96,Nielsen,,,,31,53,3,,,8,,4,,60,40,,61,18,,48,23,,61,25,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,28-Apr-96,Newspoll,,,,53,35,,,,,,12,,,,,50,21,,41,17,,54,20,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,20-Apr-96,Morgan,,,,48,38,3.5,,,7.5,,3,,54.5,45.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,14-Apr-96,Newspoll,,,,55,33,,,,,,12,,,,,55,13,,39,15,,57,19,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,06-Apr-96,Morgan,,,,49.5,37,3.5,,,7.5,,2.5,,56.5,43.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,05-Apr-96,Morgan,,,,51.5,33.5,3.5,,,8.5,,3,,58.5,41.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,31-Mar-96,Newspoll,,,,54,35,,,,,,11,,,,,52,14,,38,17,,56,20,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,23-Mar-96,Morgan,,,,49.5,36.5,3,,,7.5,,3.5,,56,44,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,19-Mar-96,LOTO Change,,,,,,,,,,,,,,,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_PK,17-Mar-96,Newspoll,,,,52,34,,,,,,14,,,,,45,12,,,,,54,22,,MR JOHN HOWARD,MR PAUL KEATING
38_LNC_JHo_ALP_PK,02-Mar-96,Election,,,,47,38.7,0,,0,0,0,14.3,,53.7,46.3,,,,,,,,,,,MR JOHN HOWARD,MR PAUL KEATING
37_ALP_PK_LNC_JHo,29-Feb-96,Newspoll,,,,48,40.5,2,,,6.5,,3,,53.5,46.5,,38,56,,50,42,,45,40,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,25-Feb-96,Newspoll,,,,49.5,39,2,,,5,,4.5,,54,46,,36,57,,40,47,,43,37,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,18-Feb-96,Newspoll,,,,47,43,2,,,4,,4,,52.5,47.5,,36,55,,44,42,,42,38,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,11-Feb-96,Newspoll,,,,50,41,1,,,4,,4,,54,46,,36,54,,46,38,,42,38,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,04-Feb-96,Newspoll,,,,48,41,2,,,5,,4,,54,46,,36,56,,45,42,,42,38,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,21-Jan-96,Newspoll,,,,50,40,,,,2,,8,,54,46,,33,57,,42,40,,39,39,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,17-Dec-95,Newspoll,,,,47,41,,,,5,,7,,,,,34,55,,37,49,,42,34,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,10-Dec-95,Newspoll,,,,46,40,,,,7,,7,,,,,30,58,,41,43,,37,38,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,26-Nov-95,Newspoll,,,,47,40,,,,8,,5,,,,,32,57,,37,47,,40,35,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,12-Nov-95,Newspoll,,,,48,39,,,,5,,8,,,,,35,54,,41,43,,40,37,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,22-Oct-95,Newspoll,,,,47,41,,,,7,,5,,,,,31,59,,42,43,,38,40,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,08-Oct-95,Newspoll,,,,46,39,,,,8,,7,,,,,33,56,,42,43,,38,39,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,24-Sep-95,Newspoll,,,,47,37,,,,6,,10,,,,,36,55,,44,42,,36,38,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,10-Sep-95,Newspoll,,,,46,39,,,,7,,8,,,,,32,61,,51,38,,37,43,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,27-Aug-95,Newspoll,,,,49,39,,,,5,,7,,,,,33,59,,50,36,,38,43,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,13-Aug-95,Newspoll,,,,43,43,,,,6,,8,,,,,31,59,,46,39,,40,40,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,30-Jul-95,Newspoll,,,,49,38,,,,7,,6,,,,,31,60,,49,37,,37,44,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,16-Jul-95,Newspoll,,,,47,40,,,,7,,6,,,,,33,57,,43,38,,38,39,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,02-Jul-95,Newspoll,,,,47,40,,,,8,,5,,,,,33,61,,51,36,,38,44,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,18-Jun-95,Newspoll,,,,48,40,,,,7,,5,,,,,31,59,,46,40,,34,41,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,04-Jun-95,Newspoll,,,,47,40,,,,7,,6,,,,,35,56,,48,35,,40,41,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,21-May-95,Newspoll,,,,48,39,,,,6,,7,,,,,34,56,,49,35,,39,44,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,07-May-95,Newspoll,,,,47,41,,,,7,,5,,,,,36,53,,51,34,,41,39,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,23-Apr-95,Newspoll,,,,44,40,,,,9,,7,,,,,33,55,,47,34,,41,39,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,09-Apr-95,Newspoll,,,,50,39,,,,6,,5,,,,,34,57,,51,31,,38,44,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,26-Mar-95,Newspoll,,,,53,34,,,,6,,7,,,,,30,62,,49,31,,34,44,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,12-Mar-95,Newspoll,,,,52,38,,,,6,,4,,,,,32,58,,50,29,,35,47,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,26-Feb-95,Newspoll,,,,46,41,,,,7,,6,,,,,31,58,,47,27,,35,41,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,12-Feb-95,Newspoll,,,,47,38,,,,8,,7,,,,,32,58,,45,23,,35,41,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_JHo,30-Jan-95,LOTO Change,,,,,,,,,,,,,,,,,,,,,,,,,MR PAUL KEATING,MR JOHN HOWARD
37_ALP_PK_LNC_AD,29-Jan-95,Newspoll,,,,40,46,,,,7,,7,,,,,38,53,,24,58,,42,37,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,15-Jan-95,Newspoll,,,,45,43,,,,6,,6,,,,,35,54,,23,61,,47,21,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,18-Dec-94,Newspoll,,,,45,40,,,,9,,6,,,,,32,59,,20,65,,48,24,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,04-Dec-94,Newspoll,,,,43,45,,,,7,,5,,,,,39,53,,20,69,,53,24,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,20-Nov-94,Newspoll,,,,45,44,,,,6,,5,,,,,43,48,,22,62,,51,21,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,06-Nov-94,Newspoll,,,,44,45,,,,5,,6,,,,,41,51,,24,60,,49,23,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,23-Oct-94,Newspoll,,,,41,46,,,,6,,7,,,,,40,48,,22,61,,51,25,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,09-Oct-94,Newspoll,,,,44,44,,,,6,,6,,,,,41,51,,22,63,,51,23,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,25-Sep-94,Newspoll,,,,46,42,,,,6,,6,,,,,42,47,,24,59,,48,25,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,18-Sep-94,Newspoll,,,,38,50,,,,7,,5,,,,,43,46,,23,58,,52,25,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,04-Sep-94,Newspoll,,,,42,46,,,,6,,6,,,,,38,50,,24,55,,44,28,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,21-Aug-94,Newspoll,,,,48,41,,,,7,,4,,,,,33,56,,37,40,,,,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,07-Aug-94,Newspoll,,,,45,44,,,,5,,6,,,,,37,53,,34,41,,,,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,24-Jul-94,Newspoll,,,,50,39,,,,6,,5,,,,,29,62,,51,22,,,,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,10-Jul-94,Newspoll,,,,49,40,,,,6,,5,,,,,32,58,,54,20,,28,48,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,26-Jun-94,Newspoll,,,,51,38,,,,7,,4,,,,,33,59,,44,21,,29,44,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,12-Jun-94,Newspoll,,,,49,41,,,,5,,5,,,,,36,53,,40,18,,34,39,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,29-May-94,Newspoll,,,,51,42,,,,4,,3,,,,,34,54,,31,12,,32,38,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_AD,23-May-94,LOTO Change,,,,,,,,,,,,,,,,,,,,,,,,,MR PAUL KEATING,MR ALEXANDER DOWNER
37_ALP_PK_LNC_JHe,15-May-94,Newspoll,,,,44,46,,,,7,,3,,,,,41,46,,26,58,,46,28,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,01-May-94,Newspoll,,,,44,43,,,,7,,6,,,,,35,52,,22,59,,42,28,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,17-Apr-94,Newspoll,,,,47,41,,,,7,,5,,,,,37,52,,25,58,,44,29,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,27-Mar-94,Newspoll,,,,47,43,,,,6,,4,,,,,34,57,,28,57,,42,30,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,13-Mar-94,Newspoll,,,,42,45,,,,8,,5,,,,,35,52,,22,64,,46,25,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,27-Feb-94,Newspoll,,,,46,42,,,,7,,5,,,,,34,57,,26,60,,44,30,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,13-Feb-94,Newspoll,,,,48,42,,,,6,,4,,,,,32,57,,29,58,,40,32,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,30-Jan-94,Newspoll,,,,47,41,,,,6,,6,,,,,36,52,,28,57,,43,33,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,16-Jan-94,Newspoll,,,,50,38,,,,8,,4,,,,,34,55,,27,55,,37,32,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,19-Dec-93,Newspoll,,,,47,39,,,,8,,6,,,,,26,63,,30,56,,33,34,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,05-Dec-93,Newspoll,,,,47,39,,,,7,,7,,,,,26,65,,33,52,,33,40,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,21-Nov-93,Newspoll,,,,48,39,,,,8,,5,,,,,29,61,,30,53,,36,34,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,07-Nov-93,Newspoll,,,,51,37,,,,7,,5,,,,,26,65,,31,55,,35,36,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,24-Oct-93,Newspoll,,,,50,37,,,,9,,4,,,,,25,65,,35,49,,34,37,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,10-Oct-93,Newspoll,,,,48,37,,,,10,,5,,,,,22,68,,35,52,,32,39,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,26-Sep-93,Newspoll,,,,52,36,,,,8,,4,,,,,25,66,,37,47,,32,43,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,19-Sep-93,Newspoll,,,,49,36,,,,9,,6,,,,,21,70,,37,50,,31,41,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,05-Sep-93,Newspoll,,,,50,33,,,,12,,5,,,,,18,75,,35,54,,29,41,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,22-Aug-93,Newspoll,,,,54,31,,,,9,,6,,,,,17,74,,39,46,,27,43,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,08-Aug-93,Newspoll,,,,46,41,,,,6,,7,,,,,27,64,,32,55,,38,31,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,25-Jul-93,Newspoll,,,,45,43,,,,6,,6,,,,,29,60,,30,54,,38,34,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,11-Jul-93,Newspoll,,,,50,41,,,,5,,4,,,,,30,60,,30,53,,38,36,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,27-Jun-93,Newspoll,,,,45,44,,,,7,,4,,,,,30,60,,24,59,,41,30,,MR PAUL KEATING,DR JOHN HEWSON
37_ALP_PK_LNC_JHe,13-Jun-93,Newspoll,,,,45,45,,,,6,,4,,,,,32,57,,26,59,,40,32,,MR PAUL KEATING,DR JOHN HEWSON
